road_id, road_type  , hour, avg_speed_kmh, congestion_level, travel_time_multiplier, passable_ambulance, passable_firetruck, rain
   1051, secondary  ,   19,          10.6,            0.92 ,                   2.81, oui               , oui               , non
   1051, secondary  ,   20,          12.5,            0.86 ,                   2.51, oui               , oui               , non
   1051, secondary  ,   21,          31.9,            0.254,                   1.22, oui               , oui               , non
   1051, secondary  ,   22,          30.8,            0.288,                   1.25, oui               , oui               , non
   1051, secondary  ,   23,          29.1,            0.342,                   1.31, oui               , oui               , non
   1052, secondary  ,    0,          29.2,            0.338,                   1.31, oui               , oui               , non
   1052, secondary  ,    1,          17.4,            0.543,                   1.61, oui               , oui               , oui
   1052, secondary  ,    2,          29.5,            0.327,                   1.3 , oui               , oui               , non
   1052, secondary  ,    3,          29.3,            0.335,                   1.31, oui               , oui               , non
   1052, secondary  ,    4,          30.0,            0.313,                   1.28, oui               , oui               , non
   1052, secondary  ,    5,          31.8,            0.255,                   1.22, oui               , oui               , non
   1052, secondary  ,    6,          31.0,            0.282,                   1.25, oui               , oui               , non
   1052, secondary  ,    7,          15.0,            0.783,                   2.21, oui               , oui               , non
   1052, secondary  ,    8,          15.5,            0.765,                   2.15, oui               , oui               , non
   1052, secondary  ,    9,          12.8,            0.85 ,                   2.47, oui               , oui               , non
   1052, secondary  ,   10,          29.6,            0.325,                   1.29, oui               , oui               , non
   1052, secondary  ,   11,          31.7,            0.259,                   1.22, oui               , oui               , non
   1052, secondary  ,   12,          11.9,            0.829,                   2.38, oui               , oui               , oui
   1052, secondary  ,   13,          21.3,            0.584,                   1.69, oui               , oui               , non
   1052, secondary  ,   14,          20.0,            0.625,                   1.78, oui               , oui               , non
   1052, secondary  ,   15,          31.2,            0.276,                   1.24, oui               , oui               , non
   1052, secondary  ,   16,          30.6,            0.293,                   1.26, oui               , oui               , non
   1052, secondary  ,   17,          10.4,            0.926,                   2.84, oui               , oui               , non
   1052, secondary  ,   18,          12.2,            0.87 ,                   2.56, oui               , oui               , non
   1052, secondary  ,   19,          11.0,            0.907,                   2.74, oui               , oui               , non
   1052, secondary  ,   20,           9.6,            0.95 ,                   2.98, non               , oui               , non
   1052, secondary  ,   21,          31.2,            0.274,                   1.24, oui               , oui               , non
   1052, secondary  ,   22,          30.6,            0.293,                   1.26, oui               , oui               , non
   1052, secondary  ,   23,          18.1,            0.508,                   1.55, oui               , oui               , oui
   1053, tertiary   ,    0,          11.5,            0.291,                   1.26, oui               , oui               , non
   1053, tertiary   ,    1,          11.8,            0.269,                   1.23, oui               , oui               , non
   1053, tertiary   ,    2,          11.2,            0.316,                   1.28, oui               , oui               , non
   1053, tertiary   ,    3,          11.8,            0.267,                   1.23, oui               , oui               , non
   1053, tertiary   ,    4,          11.0,            0.332,                   1.3 , oui               , oui               , non
   1053, tertiary   ,    5,          22.5,            0.312,                   1.28, oui               , oui               , non
   1053, tertiary   ,    6,          21.8,            0.342,                   1.32, oui               , oui               , non
   1053, tertiary   ,    7,           6.2,            1.0  ,                   3.33, non               , non               , oui
   1053, tertiary   ,    8,           6.2,            1.0  ,                   3.33, non               , non               , oui
   1053, tertiary   ,    9,          10.2,            0.824,                   2.36, oui               , oui               , non
   1053, tertiary   ,   10,          13.5,            0.512,                   1.56, oui               , oui               , oui
   1053, tertiary   ,   11,          22.0,            0.333,                   1.3 , oui               , oui               , non
   1053, tertiary   ,   12,          16.0,            0.584,                   1.69, oui               , oui               , non
   1053, tertiary   ,   13,          16.1,            0.581,                   1.68, oui               , oui               , non
   1053, tertiary   ,   14,          16.0,            0.583,                   1.69, oui               , oui               , non
   1053, tertiary   ,   15,          23.5,            0.271,                   1.23, oui               , oui               , non
   1053, tertiary   ,   16,          22.2,            0.325,                   1.29, oui               , oui               , non
   1053, tertiary   ,   17,           8.1,            0.912,                   2.77, non               , oui               , non
   1053, tertiary   ,   18,           7.9,            0.92 ,                   2.81, non               , non               , non
   1053, tertiary   ,   19,           8.7,            0.888,                   2.64, non               , oui               , non
   1053, tertiary   ,   20,           8.3,            0.903,                   2.72, non               , oui               , non
   1053, tertiary   ,   21,          23.9,            0.256,                   1.22, oui               , oui               , non
   1053, tertiary   ,   22,          22.3,            0.32 ,                   1.29, oui               , oui               , non
   1053, tertiary   ,   23,          22.9,            0.296,                   1.26, oui               , oui               , non
   1054, secondary  ,    0,          31.8,            0.257,                   1.22, oui               , oui               , non
   1054, secondary  ,    1,          29.9,            0.316,                   1.28, oui               , oui               , non
   1054, secondary  ,    2,          18.5,            0.486,                   1.52, oui               , oui               , oui
   1054, secondary  ,    3,          31.1,            0.279,                   1.24, oui               , oui               , non
   1054, secondary  ,    4,          30.8,            0.289,                   1.25, oui               , oui               , non
   1054, secondary  ,    5,          30.4,            0.301,                   1.27, oui               , oui               , non
   1054, secondary  ,    6,          29.1,            0.34 ,                   1.31, oui               , oui               , non
   1054, secondary  ,    7,           8.5,            1.0  ,                   3.33, non               , oui               , oui
   1054, secondary  ,    8,          15.4,            0.77 ,                   2.17, oui               , oui               , non
   1054, secondary  ,    9,          14.2,            0.806,                   2.29, oui               , oui               , non
   1054, secondary  ,   10,          31.9,            0.254,                   1.22, oui               , oui               , non
   1054, secondary  ,   11,          31.0,            0.28 ,                   1.24, oui               , oui               , non
   1054, secondary  ,   12,          12.0,            0.824,                   2.36, oui               , oui               , oui
   1054, secondary  ,   13,          20.2,            0.618,                   1.76, oui               , oui               , non
   1054, secondary  ,   14,          21.4,            0.58 ,                   1.68, oui               , oui               , non
   1054, secondary  ,   15,          28.9,            0.348,                   1.32, oui               , oui               , non
   1054, secondary  ,   16,          31.8,            0.256,                   1.22, oui               , oui               , non
   1054, secondary  ,   17,          11.6,            0.889,                   2.65, oui               , oui               , non
   1054, secondary  ,   18,           9.6,            0.949,                   2.98, non               , oui               , non
   1054, secondary  ,   19,           9.8,            0.945,                   2.95, non               , oui               , non
   1054, secondary  ,   20,          11.7,            0.884,                   2.62, oui               , oui               , non
   1054, secondary  ,   21,          31.6,            0.264,                   1.23, oui               , oui               , non
   1054, secondary  ,   22,          30.3,            0.302,                   1.27, oui               , oui               , non
   1054, secondary  ,   23,          29.2,            0.337,                   1.31, oui               , oui               , non
   1055, motorway   ,    0,          67.7,            0.192,                   1.16, oui               , oui               , non
   1055, motorway   ,    1,          67.7,            0.193,                   1.16, oui               , oui               , non
   1055, motorway   ,    2,          66.5,            0.211,                   1.17, oui               , oui               , non
   1055, motorway   ,    3,          69.6,            0.163,                   1.13, oui               , oui               , non
   1055, motorway   ,    4,          66.7,            0.208,                   1.17, oui               , oui               , non
   1055, motorway   ,    5,          41.5,            0.37 ,                   1.35, oui               , oui               , oui
   1055, motorway   ,    6,          66.0,            0.219,                   1.18, oui               , oui               , non
   1055, motorway   ,    7,          32.6,            0.741,                   2.08, oui               , oui               , non
   1055, motorway   ,    8,          32.6,            0.741,                   2.08, oui               , oui               , non
   1055, motorway   ,    9,          34.2,            0.716,                   2.0 , oui               , oui               , non
   1055, motorway   ,   10,          41.6,            0.366,                   1.34, oui               , oui               , oui
   1055, motorway   ,   11,          67.0,            0.203,                   1.17, oui               , oui               , non
   1055, motorway   ,   12,          50.0,            0.468,                   1.49, oui               , oui               , non
   1055, motorway   ,   13,          30.2,            0.665,                   1.87, oui               , oui               , oui
   1055, motorway   ,   14,          49.2,            0.482,                   1.51, oui               , oui               , non
   1055, motorway   ,   15,          64.2,            0.246,                   1.21, oui               , oui               , non
   1055, motorway   ,   16,          65.6,            0.225,                   1.19, oui               , oui               , non
   1055, motorway   ,   17,          27.9,            0.814,                   2.32, oui               , oui               , non
   1055, motorway   ,   18,          18.6,            0.965,                   3.08, oui               , oui               , oui
   1055, motorway   ,   19,          18.7,            0.963,                   3.07, oui               , oui               , oui
   1055, motorway   ,   20,          25.7,            0.849,                   2.46, oui               , oui               , non
   1055, motorway   ,   21,          66.5,            0.211,                   1.17, oui               , oui               , non
   1055, motorway   ,   22,          66.6,            0.21 ,                   1.17, oui               , oui               , non
   1055, motorway   ,   23,          42.1,            0.353,                   1.33, oui               , oui               , oui
   1056, residential,    0,           5  ,            0.528,                   1.59, non               , non               , oui
   1056, residential,    1,           7.3,            0.335,                   1.31, oui               , non               , non
   1056, residential,    2,           5  ,            0.515,                   1.56, non               , non               , oui
   1056, residential,    3,           7.7,            0.289,                   1.25, oui               , non               , non
   1056, residential,    4,           7.9,            0.266,                   1.23, oui               , non               , non
   1056, residential,    5,          15.3,            0.291,                   1.26, oui               , non               , non
   1056, residential,    6,          14.5,            0.343,                   1.32, oui               , non               , non
   1056, residential,    7,           7.6,            0.772,                   2.18, non               , non               , non
   1056, residential,    8,           7.7,            0.77 ,                   2.17, non               , non               , non
   1056, residential,    9,           7.7,            0.768,                   2.16, non               , non               , non
   1056, residential,   10,          15.3,            0.294,                   1.26, oui               , non               , non
   1056, residential,   11,          14.9,            0.319,                   1.29, oui               , non               , non
   1056, residential,   12,           9.8,            0.639,                   1.81, non               , non               , non
   1056, residential,   13,          10.0,            0.628,                   1.78, non               , non               , non
   1056, residential,   14,           9.9,            0.632,                   1.79, non               , non               , non
   1056, residential,   15,          15.4,            0.289,                   1.25, oui               , non               , non
   1056, residential,   16,          15.1,            0.307,                   1.27, oui               , non               , non
   1056, residential,   17,           5.4,            0.914,                   2.78, non               , non               , non
   1056, residential,   18,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1056, residential,   19,           5.7,            0.896,                   2.68, non               , non               , non
   1056, residential,   20,           5  ,            0.938,                   2.91, non               , non               , non
   1056, residential,   21,          15.1,            0.304,                   1.27, oui               , non               , non
   1056, residential,   22,          15.9,            0.254,                   1.22, oui               , non               , non
   1056, residential,   23,          14.8,            0.327,                   1.3 , oui               , non               , non
   1057, motorway   ,    0,          69.2,            0.169,                   1.13, oui               , oui               , non
   1057, motorway   ,    1,          64.7,            0.238,                   1.2 , oui               , oui               , non
   1057, motorway   ,    2,          41.1,            0.379,                   1.36, oui               , oui               , oui
   1057, motorway   ,    3,          68.5,            0.179,                   1.14, oui               , oui               , non
   1057, motorway   ,    4,          66.0,            0.219,                   1.18, oui               , oui               , non
   1057, motorway   ,    5,          67.4,            0.196,                   1.16, oui               , oui               , non
   1057, motorway   ,    6,          69.8,            0.159,                   1.13, oui               , oui               , non
   1057, motorway   ,    7,          37.2,            0.668,                   1.88, oui               , oui               , non
   1057, motorway   ,    8,          32.7,            0.739,                   2.07, oui               , oui               , non
   1057, motorway   ,    9,          35.9,            0.689,                   1.93, oui               , oui               , non
   1057, motorway   ,   10,          70.2,            0.152,                   1.12, oui               , oui               , non
   1057, motorway   ,   11,          64.7,            0.24 ,                   1.2 , oui               , oui               , non
   1057, motorway   ,   12,          27.3,            0.738,                   2.07, oui               , oui               , oui
   1057, motorway   ,   13,          49.1,            0.482,                   1.51, oui               , oui               , non
   1057, motorway   ,   14,          28.0,            0.721,                   2.02, oui               , oui               , oui
   1057, motorway   ,   15,          39.4,            0.423,                   1.42, oui               , oui               , oui
   1057, motorway   ,   16,          65.9,            0.221,                   1.18, oui               , oui               , non
   1057, motorway   ,   17,          31.5,            0.759,                   2.13, oui               , oui               , non
   1057, motorway   ,   18,          27.3,            0.823,                   2.36, oui               , oui               , non
   1057, motorway   ,   19,          16.8,            1.0  ,                   3.33, oui               , oui               , oui
   1057, motorway   ,   20,          17.1,            1.0  ,                   3.33, oui               , oui               , oui
   1057, motorway   ,   21,          69.3,            0.167,                   1.13, oui               , oui               , non
   1057, motorway   ,   22,          64.8,            0.237,                   1.2 , oui               , oui               , non
   1057, motorway   ,   23,          41.6,            0.366,                   1.34, oui               , oui               , oui
   1058, residential,    0,           5  ,            0.527,                   1.58, non               , non               , oui
   1058, residential,    1,           7.8,            0.281,                   1.24, oui               , non               , non
   1058, residential,    2,           7.2,            0.346,                   1.32, oui               , non               , non
   1058, residential,    3,           7.9,            0.268,                   1.23, oui               , non               , non
   1058, residential,    4,           5  ,            0.546,                   1.62, non               , non               , oui
   1058, residential,    5,           8.9,            0.527,                   1.58, non               , non               , oui
   1058, residential,    6,          15.2,            0.3  ,                   1.27, oui               , non               , non
   1058, residential,    7,           6.7,            0.831,                   2.39, non               , non               , non
   1058, residential,    8,           7.2,            0.799,                   2.27, non               , non               , non
   1058, residential,    9,           6.9,            0.816,                   2.33, non               , non               , non
   1058, residential,   10,          15.3,            0.294,                   1.26, oui               , non               , non
   1058, residential,   11,          16.0,            0.251,                   1.21, oui               , non               , non
   1058, residential,   12,          10.8,            0.578,                   1.68, oui               , non               , non
   1058, residential,   13,           9.9,            0.632,                   1.79, non               , non               , non
   1058, residential,   14,           6.5,            0.768,                   2.16, non               , non               , oui
   1058, residential,   15,           9.3,            0.485,                   1.51, non               , non               , oui
   1058, residential,   16,          15.9,            0.253,                   1.22, oui               , non               , non
   1058, residential,   17,           5.4,            0.91 ,                   2.76, non               , non               , non
   1058, residential,   18,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1058, residential,   19,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1058, residential,   20,           5.9,            0.878,                   2.6 , non               , non               , non
   1058, residential,   21,          14.9,            0.32 ,                   1.29, oui               , non               , non
   1058, residential,   22,          15.1,            0.306,                   1.27, oui               , non               , non
   1058, residential,   23,          14.8,            0.325,                   1.29, oui               , non               , non
   1059, trunk      ,    0,          52.6,            0.154,                   1.12, oui               , oui               , non
   1059, trunk      ,    1,          51.3,            0.182,                   1.15, oui               , oui               , non
   1059, trunk      ,    2,          48.9,            0.232,                   1.19, oui               , oui               , non
   1059, trunk      ,    3,          29.3,            0.434,                   1.44, oui               , oui               , oui
   1059, trunk      ,    4,          30.3,            0.397,                   1.38, oui               , oui               , oui
   1059, trunk      ,    5,          48.7,            0.236,                   1.2 , oui               , oui               , non
   1059, trunk      ,    6,          50.8,            0.191,                   1.15, oui               , oui               , non
   1059, trunk      ,    7,          16.7,            0.871,                   2.56, oui               , oui               , oui
   1059, trunk      ,    8,          26.1,            0.707,                   1.98, oui               , oui               , non
   1059, trunk      ,    9,          15.8,            0.903,                   2.72, oui               , oui               , oui
   1059, trunk      ,   10,          49.3,            0.222,                   1.18, oui               , oui               , non
   1059, trunk      ,   11,          49.0,            0.229,                   1.19, oui               , oui               , non
   1059, trunk      ,   12,          36.4,            0.493,                   1.53, oui               , oui               , non
   1059, trunk      ,   13,          37.2,            0.476,                   1.5 , oui               , oui               , non
   1059, trunk      ,   14,          35.4,            0.512,                   1.56, oui               , oui               , non
   1059, trunk      ,   15,          49.9,            0.211,                   1.17, oui               , oui               , non
   1059, trunk      ,   16,          49.3,            0.223,                   1.18, oui               , oui               , non
   1059, trunk      ,   17,          20.1,            0.831,                   2.39, oui               , oui               , non
   1059, trunk      ,   18,          22.9,            0.773,                   2.18, oui               , oui               , non
   1059, trunk      ,   19,          13.8,            0.969,                   3.11, oui               , oui               , oui
   1059, trunk      ,   20,          21.8,            0.796,                   2.26, oui               , oui               , non
   1059, trunk      ,   21,          49.3,            0.224,                   1.19, oui               , oui               , non
   1059, trunk      ,   22,          49.8,            0.212,                   1.17, oui               , oui               , non
   1059, trunk      ,   23,          52.6,            0.155,                   1.12, oui               , oui               , non
   1060, motorway   ,    0,          65.2,            0.231,                   1.19, oui               , oui               , non
   1060, motorway   ,    1,          66.3,            0.214,                   1.18, oui               , oui               , non
   1060, motorway   ,    2,          41.3,            0.375,                   1.36, oui               , oui               , oui
   1060, motorway   ,    3,          68.5,            0.18 ,                   1.14, oui               , oui               , non
   1060, motorway   ,    4,          39.3,            0.427,                   1.43, oui               , oui               , oui
   1060, motorway   ,    5,          68.3,            0.183,                   1.15, oui               , oui               , non
   1060, motorway   ,    6,          66.8,            0.207,                   1.17, oui               , oui               , non
   1060, motorway   ,    7,          19.8,            0.933,                   2.88, oui               , oui               , oui
   1060, motorway   ,    8,          33.1,            0.733,                   2.05, oui               , oui               , non
   1060, motorway   ,    9,          35.3,            0.698,                   1.96, oui               , oui               , non
   1060, motorway   ,   10,          42.1,            0.354,                   1.33, oui               , oui               , oui
   1060, motorway   ,   11,          69.4,            0.166,                   1.13, oui               , oui               , non
   1060, motorway   ,   12,          45.7,            0.537,                   1.6 , oui               , oui               , non
   1060, motorway   ,   13,          48.2,            0.496,                   1.53, oui               , oui               , non
   1060, motorway   ,   14,          27.2,            0.743,                   2.08, oui               , oui               , oui
   1060, motorway   ,   15,          67.1,            0.202,                   1.16, oui               , oui               , non
   1060, motorway   ,   16,          66.1,            0.218,                   1.18, oui               , oui               , non
   1060, motorway   ,   17,          31.9,            0.752,                   2.11, oui               , oui               , non
   1060, motorway   ,   18,          29.9,            0.783,                   2.21, oui               , oui               , non
   1060, motorway   ,   19,          16.1,            1.0  ,                   3.33, oui               , oui               , oui
   1060, motorway   ,   20,          31.0,            0.765,                   2.15, oui               , oui               , non
   1060, motorway   ,   21,          68.2,            0.184,                   1.15, oui               , oui               , non
   1060, motorway   ,   22,          40.2,            0.403,                   1.39, oui               , oui               , oui
   1060, motorway   ,   23,          39.9,            0.411,                   1.4 , oui               , oui               , oui
   1061, secondary  ,    0,          31.6,            0.262,                   1.22, oui               , oui               , non
   1061, secondary  ,    1,          31.0,            0.281,                   1.24, oui               , oui               , non
   1061, secondary  ,    2,          29.7,            0.321,                   1.29, oui               , oui               , non
   1061, secondary  ,    3,          31.7,            0.259,                   1.22, oui               , oui               , non
   1061, secondary  ,    4,          30.8,            0.287,                   1.25, oui               , oui               , non
   1061, secondary  ,    5,          31.0,            0.28 ,                   1.24, oui               , oui               , non
   1061, secondary  ,    6,          31.4,            0.268,                   1.23, oui               , oui               , non
   1061, secondary  ,    7,          15.9,            0.754,                   2.12, oui               , oui               , non
   1061, secondary  ,    8,          15.7,            0.759,                   2.13, oui               , oui               , non
   1061, secondary  ,    9,          13.4,            0.83 ,                   2.39, oui               , oui               , non
   1061, secondary  ,   10,          31.5,            0.265,                   1.23, oui               , oui               , non
   1061, secondary  ,   11,          30.5,            0.298,                   1.26, oui               , oui               , non
   1061, secondary  ,   12,          21.4,            0.581,                   1.69, oui               , oui               , non
   1061, secondary  ,   13,          12.0,            0.827,                   2.37, oui               , oui               , oui
   1061, secondary  ,   14,          19.3,            0.648,                   1.83, oui               , oui               , non
   1061, secondary  ,   15,          28.8,            0.349,                   1.32, oui               , oui               , non
   1061, secondary  ,   16,          31.9,            0.254,                   1.22, oui               , oui               , non
   1061, secondary  ,   17,           6.0,            1.0  ,                   3.33, non               , non               , oui
   1061, secondary  ,   18,           7.1,            1.0  ,                   3.33, non               , non               , oui
   1061, secondary  ,   19,          10.1,            0.935,                   2.89, oui               , oui               , non
   1061, secondary  ,   20,          11.7,            0.883,                   2.62, oui               , oui               , non
   1061, secondary  ,   21,          31.7,            0.26 ,                   1.22, oui               , oui               , non
   1061, secondary  ,   22,          17.8,            0.525,                   1.58, oui               , oui               , oui
   1061, secondary  ,   23,          29.6,            0.326,                   1.3 , oui               , oui               , non
   1062, secondary  ,    0,          31.3,            0.271,                   1.23, oui               , oui               , non
   1062, secondary  ,    1,          31.1,            0.279,                   1.24, oui               , oui               , non
   1062, secondary  ,    2,          29.5,            0.327,                   1.3 , oui               , oui               , non
   1062, secondary  ,    3,          18.7,            0.477,                   1.5 , oui               , oui               , oui
   1062, secondary  ,    4,          31.6,            0.261,                   1.22, oui               , oui               , non
   1062, secondary  ,    5,          18.1,            0.506,                   1.55, oui               , oui               , oui
   1062, secondary  ,    6,          30.3,            0.304,                   1.27, oui               , oui               , non
   1062, secondary  ,    7,          15.1,            0.777,                   2.19, oui               , oui               , non
   1062, secondary  ,    8,          13.4,            0.83 ,                   2.39, oui               , oui               , non
   1062, secondary  ,    9,          15.5,            0.767,                   2.16, oui               , oui               , non
   1062, secondary  ,   10,          29.1,            0.339,                   1.31, oui               , oui               , non
   1062, secondary  ,   11,          19.1,            0.455,                   1.47, oui               , oui               , oui
   1062, secondary  ,   12,          11.7,            0.84 ,                   2.43, oui               , oui               , oui
   1062, secondary  ,   13,          12.7,            0.788,                   2.23, oui               , oui               , oui
   1062, secondary  ,   14,          21.1,            0.589,                   1.7 , oui               , oui               , non
   1062, secondary  ,   15,          29.1,            0.339,                   1.31, oui               , oui               , non
   1062, secondary  ,   16,          29.8,            0.319,                   1.29, oui               , oui               , non
   1062, secondary  ,   17,          11.7,            0.886,                   2.63, oui               , oui               , non
   1062, secondary  ,   18,          12.2,            0.87 ,                   2.56, oui               , oui               , non
   1062, secondary  ,   19,           6.1,            1.0  ,                   3.33, non               , non               , oui
   1062, secondary  ,   20,           9.8,            0.942,                   2.94, non               , oui               , non
   1062, secondary  ,   21,          18.1,            0.507,                   1.55, oui               , oui               , oui
   1062, secondary  ,   22,          29.4,            0.33 ,                   1.3 , oui               , oui               , non
   1062, secondary  ,   23,          31.7,            0.26 ,                   1.22, oui               , oui               , non
   1063, residential,    0,           7.5,            0.314,                   1.28, oui               , non               , non
   1063, residential,    1,           7.6,            0.297,                   1.26, oui               , non               , non
   1063, residential,    2,           7.9,            0.264,                   1.23, oui               , non               , non
   1063, residential,    3,           7.8,            0.276,                   1.24, oui               , non               , non
   1063, residential,    4,           7.9,            0.268,                   1.23, oui               , non               , non
   1063, residential,    5,          15.5,            0.283,                   1.25, oui               , non               , non
   1063, residential,    6,          15.5,            0.282,                   1.25, oui               , non               , non
   1063, residential,    7,           5  ,            0.957,                   3.03, non               , non               , oui
   1063, residential,    8,           7.2,            0.798,                   2.27, non               , non               , non
   1063, residential,    9,           7.5,            0.778,                   2.2 , non               , non               , non
   1063, residential,   10,          15.1,            0.307,                   1.27, oui               , non               , non
   1063, residential,   11,          15.4,            0.291,                   1.26, oui               , non               , non
   1063, residential,   12,          11.0,            0.561,                   1.65, oui               , non               , non
   1063, residential,   13,          11.1,            0.557,                   1.64, oui               , non               , non
   1063, residential,   14,          10.5,            0.596,                   1.72, oui               , non               , non
   1063, residential,   15,          15.6,            0.274,                   1.24, oui               , non               , non
   1063, residential,   16,          15.7,            0.266,                   1.23, oui               , non               , non
   1063, residential,   17,           6.3,            0.857,                   2.5 , non               , non               , non
   1063, residential,   18,           5.3,            0.919,                   2.81, non               , non               , non
   1063, residential,   19,           5  ,            0.948,                   2.97, non               , non               , non
   1063, residential,   20,           5.9,            0.884,                   2.62, non               , non               , non
   1063, residential,   21,          15.7,            0.267,                   1.23, oui               , non               , non
   1063, residential,   22,          14.8,            0.324,                   1.29, oui               , non               , non
   1063, residential,   23,           8.8,            0.534,                   1.6 , non               , non               , oui
   1064, primary    ,    0,          41.6,            0.21 ,                   1.17, oui               , oui               , non
   1064, primary    ,    1,          43.6,            0.16 ,                   1.13, oui               , oui               , non
   1064, primary    ,    2,          42.8,            0.181,                   1.14, oui               , oui               , non
   1064, primary    ,    3,          41.6,            0.21 ,                   1.17, oui               , oui               , non
   1064, primary    ,    4,          41.6,            0.21 ,                   1.17, oui               , oui               , non
   1064, primary    ,    5,          42.7,            0.183,                   1.15, oui               , oui               , non
   1064, primary    ,    6,          43.8,            0.156,                   1.12, oui               , oui               , non
   1064, primary    ,    7,          23.4,            0.664,                   1.87, oui               , oui               , non
   1064, primary    ,    8,          21.0,            0.725,                   2.03, oui               , oui               , non
   1064, primary    ,    9,          21.0,            0.726,                   2.03, oui               , oui               , non
   1064, primary    ,   10,          42.2,            0.195,                   1.16, oui               , oui               , non
   1064, primary    ,   11,          41.5,            0.212,                   1.17, oui               , oui               , non
   1064, primary    ,   12,          31.2,            0.471,                   1.49, oui               , oui               , non
   1064, primary    ,   13,          30.8,            0.48 ,                   1.51, oui               , oui               , non
   1064, primary    ,   14,          29.3,            0.518,                   1.57, oui               , oui               , non
   1064, primary    ,   15,          40.3,            0.244,                   1.21, oui               , oui               , non
   1064, primary    ,   16,          40.3,            0.242,                   1.2 , oui               , oui               , non
   1064, primary    ,   17,          17.7,            0.808,                   2.3 , oui               , oui               , non
   1064, primary    ,   18,          18.0,            0.801,                   2.28, oui               , oui               , non
   1064, primary    ,   19,          10.0,            1.0  ,                   3.33, non               , oui               , oui
   1064, primary    ,   20,          16.4,            0.84 ,                   2.43, oui               , oui               , non
   1064, primary    ,   21,          44.0,            0.15 ,                   1.12, oui               , oui               , non
   1064, primary    ,   22,          24.1,            0.448,                   1.46, oui               , oui               , oui
   1064, primary    ,   23,          25.7,            0.378,                   1.36, oui               , oui               , oui
   1065, tertiary   ,    0,          11.5,            0.293,                   1.26, oui               , oui               , non
   1065, tertiary   ,    1,          11.2,            0.313,                   1.28, oui               , oui               , non
   1065, tertiary   ,    2,          11.5,            0.291,                   1.26, oui               , oui               , non
   1065, tertiary   ,    3,           7.0,            0.471,                   1.49, oui               , oui               , oui
   1065, tertiary   ,    4,          11.8,            0.264,                   1.23, oui               , oui               , non
   1065, tertiary   ,    5,          22.0,            0.334,                   1.31, oui               , oui               , non
   1065, tertiary   ,    6,          23.0,            0.292,                   1.26, oui               , oui               , non
   1065, tertiary   ,    7,           5.9,            1.0  ,                   3.33, non               , non               , oui
   1065, tertiary   ,    8,          12.0,            0.751,                   2.11, oui               , oui               , non
   1065, tertiary   ,    9,          11.7,            0.764,                   2.15, oui               , oui               , non
   1065, tertiary   ,   10,          22.4,            0.316,                   1.28, oui               , oui               , non
   1065, tertiary   ,   11,          14.2,            0.464,                   1.48, oui               , oui               , oui
   1065, tertiary   ,   12,          14.9,            0.631,                   1.79, oui               , oui               , non
   1065, tertiary   ,   13,          14.7,            0.639,                   1.81, oui               , oui               , non
   1065, tertiary   ,   14,          14.6,            0.643,                   1.82, oui               , oui               , non
   1065, tertiary   ,   15,          22.9,            0.295,                   1.26, oui               , oui               , non
   1065, tertiary   ,   16,          22.0,            0.332,                   1.3 , oui               , oui               , non
   1065, tertiary   ,   17,           9.1,            0.873,                   2.57, non               , oui               , non
   1065, tertiary   ,   18,           9.6,            0.851,                   2.47, non               , oui               , non
   1065, tertiary   ,   19,           7.8,            0.923,                   2.83, non               , non               , non
   1065, tertiary   ,   20,           9.0,            0.877,                   2.59, non               , oui               , non
   1065, tertiary   ,   21,          13.6,            0.508,                   1.55, oui               , oui               , oui
   1065, tertiary   ,   22,          23.9,            0.254,                   1.22, oui               , oui               , non
   1065, tertiary   ,   23,          23.1,            0.287,                   1.25, oui               , oui               , non
   1066, motorway   ,    0,          38.5,            0.446,                   1.45, oui               , oui               , oui
   1066, motorway   ,    1,          65.7,            0.223,                   1.18, oui               , oui               , non
   1066, motorway   ,    2,          64.9,            0.236,                   1.2 , oui               , oui               , non
   1066, motorway   ,    3,          68.6,            0.178,                   1.14, oui               , oui               , non
   1066, motorway   ,    4,          67.1,            0.202,                   1.17, oui               , oui               , non
   1066, motorway   ,    5,          68.8,            0.175,                   1.14, oui               , oui               , non
